sample_id,date,region,community,water_source,season,temperature_c,rainfall_mm,ph_level,turbidity_ntu,dissolved_oxygen_mg_l,nitrate_mg_l,coliform_count_cfu,lead_ppm,disease_cases_reported,disease_risk_score,risk_category
WQ-00193,2025-02-12,North West,East Alison,Well,Rainy,23.7,121.6,7.05,16.68,6.51,1.26,86,0.039,2,16.0,Low
WQ-00194,2022-06-25,North Central,Mikeview,Rainwater,Dry,18.2,90.7,6.76,2.14,7.17,18.71,155,0.043,1,13.8,Low
WQ-00195,2024-09-27,North East,North Tara,Lake,Rainy,24.1,37.6,7.51,12.15,5.54,19.88,366,0.022,2,16.5,Low
WQ-00196,2025-08-15,South South,West Antonio,River,Rainy,27.9,10.9,6.62,11.99,4.62,21.05,255,0.012,1,13.3,Low
WQ-00197,2022-02-05,South West,Nicolehaven,Tap,Rainy,25.3,31.7,6.04,14.71,5.36,0.66,11,0.034,4,11.4,Low
WQ-00198,2024-04-08,North Central,Amberland,Well,Dry,24.3,58.2,8.65,2.04,5.43,9.02,33,0.031,0,11.0,Low
WQ-00199,2025-09-21,South West,Richardsonfort,River,Rainy,25.4,54.4,5.15,27.87,7.32,41.34,53,0.068,7,29.9,Low
WQ-00200,2025-02-07,South South,Dianeton,Well,Rainy,28.6,9.5,8.06,8.63,2.59,16.99,202,0.046,3,14.1,Low
WQ-00201,2025-02-01,South South,Trevorchester,Well,Rainy,19.9,42.3,7.83,8.47,5.4,4.77,26,0.0,0,8.2,Low
WQ-00202,2023-07-09,North West,Lake Dawn,Well,Rainy,29.7,11.6,6.7,21.07,4.91,3.02,253,0.053,1,15.5,Low
WQ-00203,2022-09-05,North West,Riveraside,Well,Dry,32.8,5.7,7.1,5.53,5.25,20.23,200,0.086,1,14.0,Low
WQ-00204,2022-09-02,South West,Lake Corey,River,Rainy,29.6,7.6,8.16,18.43,6.55,5.44,127,0.036,5,14.2,Low
WQ-00205,2023-01-28,South West,South Joseph,Rainwater,Dry,31.3,63.3,8.01,7.06,5.66,4.0,202,0.061,4,14.5,Low
WQ-00206,2023-07-21,North East,East Jeanne,Lake,Rainy,28.8,21.3,6.65,11.43,4.22,11.43,256,0.053,2,14.2,Low
WQ-00207,2022-07-25,South West,Emilyhaven,Rainwater,Rainy,34.3,34.4,7.59,7.79,3.27,25.97,92,0.005,2,12.2,Low
WQ-00208,2024-01-10,North East,West Lauren,Well,Dry,24.4,57.5,8.45,14.09,5.95,16.43,63,0.046,2,17.8,Low
WQ-00209,2025-12-21,North East,Erinfort,Well,Dry,31.9,15.6,6.36,1.66,4.83,27.36,131,0.008,3,10.0,Low
WQ-00210,2022-04-04,South South,North Brendaside,River,Rainy,25.6,9.5,6.65,7.78,5.74,1.68,9,0.033,1,6.6,Low
WQ-00211,2025-11-29,North Central,Angiebury,Rainwater,Rainy,33.1,19.9,4.78,4.56,4.26,8.5,139,0.028,1,12.0,Low
WQ-00212,2022-07-30,North East,Port Brandon,Lake,Rainy,27.8,35.2,6.9,13.49,6.8,6.87,329,0.08,1,16.7,Low
WQ-00213,2024-08-19,North Central,East Michael,Rainwater,Rainy,31.8,67.0,5.65,4.66,8.03,17.71,216,0.044,1,16.2,Low
WQ-00214,2023-01-13,South East,Port Dennisstad,Tap,Rainy,31.2,73.6,7.05,9.95,6.01,1.24,136,0.05,1,12.2,Low
WQ-00215,2022-08-22,North Central,West Stephenborough,Well,Rainy,23.5,29.8,6.84,18.61,5.84,1.07,359,0.085,3,17.9,Low
WQ-00216,2022-06-01,North Central,New Joanna,Tap,Rainy,28.2,27.6,6.16,5.04,9.06,11.99,343,0.07,0,15.2,Low
WQ-00217,2022-11-07,South South,Adamsview,Lake,Dry,29.0,47.1,5.32,13.65,8.63,21.81,168,0.098,1,23.0,Low
WQ-00218,2022-06-24,North East,South Kimberlyburgh,Rainwater,Rainy,27.6,57.3,6.06,0.95,6.96,22.22,122,0.088,2,16.3,Low
WQ-00219,2025-05-26,North East,North Laurafurt,Borehole,Rainy,20.5,3.6,6.34,18.88,5.92,14.55,153,0.047,0,16.0,Low
WQ-00220,2024-12-06,South South,East Patrickview,Rainwater,Dry,30.2,32.9,6.41,23.55,4.62,23.13,116,0.019,0,18.6,Low
WQ-00221,2023-09-01,South East,Francesview,Tap,Rainy,29.2,13.1,7.68,19.75,6.0,8.88,19,0.003,2,11.6,Low
WQ-00222,2025-03-10,South South,East William,Tap,Rainy,31.2,22.7,7.66,9.96,6.31,18.28,160,0.059,2,15.1,Low
WQ-00223,2023-03-02,South South,New Jose,Borehole,Dry,31.3,3.0,7.44,9.49,7.88,19.83,200,0.054,2,13.9,Low
WQ-00224,2025-09-14,South West,Robertburgh,River,Rainy,23.0,49.1,6.5,9.64,7.96,24.18,0,0.032,0,13.9,Low
WQ-00225,2022-12-22,North Central,Port Brian,River,Dry,25.9,45.6,6.74,9.53,10.14,19.33,15,0.007,0,10.8,Low
WQ-00226,2022-01-06,South South,Brownfurt,Borehole,Dry,27.5,46.2,5.1,3.04,9.31,18.9,45,0.051,3,14.7,Low
WQ-00227,2023-08-20,South East,West Jerrytown,Tap,Rainy,22.9,35.6,6.6,5.68,7.15,6.94,93,0.021,1,8.3,Low
WQ-00228,2025-12-18,North Central,Westtown,River,Rainy,16.3,40.5,10.14,3.1,8.7,24.97,183,0.1,6,22.5,Low
WQ-00229,2022-05-26,North West,Jimmyport,Lake,Rainy,28.3,26.2,6.04,11.49,8.36,10.43,144,0.032,0,13.1,Low
WQ-00230,2025-07-04,South West,Shannonland,River,Rainy,25.9,64.0,6.27,13.69,8.3,10.08,75,0.055,1,16.0,Low
WQ-00231,2024-05-20,South South,Rebeccachester,Lake,Dry,24.5,28.8,9.11,9.74,8.43,24.68,124,0.114,0,22.6,Low
WQ-00232,2025-08-19,North Central,Port David,Rainwater,Dry,29.4,53.7,8.68,15.32,7.63,21.24,12,0.032,3,18.2,Low
WQ-00233,2022-05-27,North East,Carlosport,Well,Dry,27.6,30.4,7.24,14.49,9.05,25.72,172,0.068,1,18.5,Low
WQ-00234,2025-05-03,North Central,Lake Maryland,River,Rainy,34.2,28.0,6.24,3.94,5.36,8.13,252,0.024,1,10.0,Low
WQ-00235,2024-06-18,South West,South Heathertown,Rainwater,Rainy,27.9,22.4,7.61,20.24,5.51,23.55,18,0.066,3,18.9,Low
WQ-00236,2025-12-04,North Central,Allenburgh,Tap,Rainy,29.4,14.4,5.17,16.94,8.07,20.37,235,0.06,1,20.9,Low
WQ-00237,2024-06-15,South East,Josephchester,Well,Rainy,23.2,85.8,7.42,0.52,6.64,12.37,231,0.018,4,11.2,Low
WQ-00238,2024-06-03,North Central,Smithfurt,Rainwater,Dry,25.1,52.9,7.91,16.9,4.97,12.56,145,0.025,3,16.3,Low
WQ-00239,2022-02-22,South West,South Pamela,Well,Rainy,29.5,80.8,8.29,28.16,7.95,18.31,346,0.1,5,30.6,Low
WQ-00240,2025-10-08,North Central,Keithview,River,Dry,29.8,37.6,7.44,4.8,7.44,23.85,78,0.035,2,12.3,Low
WQ-00241,2022-12-25,North West,Stevenstad,Rainwater,Dry,29.2,29.4,9.36,12.03,8.02,28.41,60,0.011,2,17.7,Low
WQ-00242,2023-07-24,South East,Annetteburgh,Rainwater,Rainy,25.4,105.9,6.6,14.74,8.83,23.54,199,0.049,4,21.4,Low
WQ-00243,2025-07-24,North East,South Angelaland,Rainwater,Rainy,20.4,49.3,9.11,24.58,5.8,13.49,141,0.012,1,20.8,Low
WQ-00244,2023-12-14,South East,New Laura,Borehole,Rainy,22.5,52.1,6.8,13.7,5.16,24.96,184,0.033,2,17.0,Low
WQ-00245,2025-10-04,South East,Thomasmouth,Well,Rainy,24.9,28.5,7.41,14.47,5.5,13.22,70,0.002,1,11.1,Low
WQ-00246,2024-04-23,North Central,West Danielle,River,Rainy,20.2,22.8,5.56,3.66,5.77,11.48,57,0.022,1,9.6,Low
WQ-00247,2025-09-18,South West,Mistyfort,Tap,Rainy,29.4,20.9,8.06,8.96,3.62,13.5,312,0.041,0,14.9,Low
WQ-00248,2024-07-20,South East,Pamelamouth,Rainwater,Dry,27.7,162.4,5.29,18.25,5.23,14.75,76,0.014,1,23.0,Low
WQ-00249,2023-10-25,North Central,Bradleyshire,Well,Rainy,22.3,2.1,9.2,18.51,7.22,18.69,197,0.047,4,20.1,Low
WQ-00250,2025-09-08,North Central,Kaitlynmouth,Tap,Dry,33.8,31.4,8.5,11.5,7.93,11.33,54,0.007,2,12.1,Low
WQ-00251,2022-04-22,South South,Jonesville,Tap,Rainy,28.0,10.3,9.66,10.73,6.94,0.17,327,0.017,0,14.2,Low
WQ-00252,2025-06-29,North East,Scottfurt,Rainwater,Rainy,21.8,41.4,6.27,7.69,5.68,23.33,17,0.039,2,13.7,Low
WQ-00253,2022-04-16,South East,Wallaceshire,Lake,Rainy,27.5,15.9,6.36,15.87,4.85,21.81,199,0.018,1,15.5,Low
WQ-00254,2023-08-13,North East,West Kevinborough,Well,Dry,29.1,76.2,6.83,2.53,5.43,12.38,249,0.029,0,11.9,Low
WQ-00255,2022-09-06,South East,Carlaport,Lake,Rainy,23.3,18.9,6.92,19.12,8.89,12.94,144,0.019,4,13.5,Low
WQ-00256,2022-11-21,North Central,Davidchester,Lake,Dry,25.5,44.2,6.28,3.12,10.12,17.21,152,0.065,1,13.8,Low
WQ-00257,2025-02-05,North West,Lake Anita,Rainwater,Dry,27.2,21.8,6.66,14.3,6.43,10.76,81,0.043,1,12.8,Low
WQ-00258,2022-08-21,South East,Fryeville,Borehole,Dry,25.3,11.8,8.71,7.08,6.99,10.54,240,0.015,2,12.1,Low
WQ-00259,2024-10-17,South East,South Scottmouth,Borehole,Dry,27.4,79.2,6.16,2.36,7.26,16.96,233,0.028,3,14.0,Low
WQ-00260,2024-04-30,South West,Henryland,Well,Rainy,28.3,49.1,8.05,23.78,5.59,12.7,46,0.014,3,17.3,Low
WQ-00261,2024-07-24,South East,South Donnaburgh,Tap,Dry,29.6,28.7,5.69,14.39,6.42,19.85,47,0.03,4,15.8,Low
WQ-00262,2023-01-26,South South,South Jenniferberg,River,Rainy,23.2,101.9,6.68,16.75,4.84,24.24,89,0.01,3,18.4,Low
WQ-00263,2022-05-23,South South,New Sabrina,Rainwater,Dry,27.9,100.0,4.71,11.45,4.45,34.87,259,0.034,8,25.6,Low
WQ-00264,2024-11-05,North West,Cherylchester,Tap,Rainy,28.9,48.2,5.64,31.29,8.77,21.02,158,0.022,2,24.0,Low
WQ-00265,2023-09-04,North West,Traceyfort,Borehole,Rainy,20.0,50.7,4.71,5.12,5.88,33.88,216,0.023,2,19.4,Low
WQ-00266,2022-11-01,South South,Danielsport,Rainwater,Rainy,28.7,45.8,5.46,0.82,5.62,25.38,32,0.083,2,16.3,Low
WQ-00267,2023-12-08,South East,North Sharon,Rainwater,Rainy,28.9,46.7,4.76,8.89,6.79,19.49,88,0.031,2,16.9,Low
WQ-00268,2024-07-21,North West,Brittanyfort,Rainwater,Rainy,27.6,34.7,6.59,13.36,5.06,12.93,223,0.036,1,14.6,Low
WQ-00269,2025-03-17,North West,West Seth,River,Dry,29.9,3.5,7.48,15.42,4.16,28.8,94,0.018,1,14.7,Low
WQ-00270,2022-03-31,South East,North Katherinehaven,River,Rainy,31.6,78.8,5.56,8.83,6.98,11.67,138,0.009,1,14.4,Low
WQ-00271,2025-12-15,North West,Aaronport,Lake,Rainy,20.9,42.3,7.42,9.95,8.56,29.29,325,0.008,3,16.3,Low
WQ-00272,2024-10-11,South East,Vanessafurt,Tap,Dry,25.8,40.9,8.44,13.12,3.55,3.83,127,0.042,3,14.5,Low
WQ-00273,2022-07-25,North Central,South Patriciaside,River,Rainy,19.7,57.0,8.81,6.46,8.46,3.21,311,0.011,2,13.3,Low
WQ-00274,2022-02-01,South East,Andreaview,Borehole,Rainy,33.6,69.3,7.53,2.79,5.43,4.71,119,0.08,0,12.7,Low
WQ-00275,2025-09-02,South West,Cunninghamtown,River,Rainy,25.8,10.8,5.99,10.2,4.8,18.44,105,0.01,3,11.7,Low
WQ-00276,2023-06-27,North East,East Coreyside,Borehole,Rainy,27.3,21.6,7.09,8.71,6.37,14.62,57,0.09,2,13.6,Low
WQ-00277,2025-08-23,North West,Baldwinton,Rainwater,Rainy,22.9,63.7,8.02,5.02,6.35,8.97,201,0.049,1,14.0,Low
WQ-00278,2023-10-11,North Central,East Alishaville,Well,Rainy,26.6,15.1,7.81,5.8,6.48,8.43,81,0.003,0,7.2,Low
WQ-00279,2025-01-13,South West,Lake Michaelchester,Lake,Rainy,22.1,36.2,7.73,17.71,6.24,13.3,53,0.024,2,14.6,Low
WQ-00280,2023-04-26,North Central,West Judithton,Rainwater,Dry,26.6,23.7,7.63,2.9,7.29,11.74,112,0.054,0,10.4,Low
WQ-00281,2023-04-11,South West,South Edward,Lake,Rainy,21.1,22.0,7.62,19.78,5.94,26.82,207,0.002,2,17.3,Low
WQ-00282,2022-07-21,South West,Jenniferhaven,Borehole,Rainy,30.6,106.4,6.66,2.61,4.53,32.67,70,0.001,2,14.3,Low
WQ-00283,2024-06-27,South West,Cruzchester,Lake,Dry,27.7,45.6,8.76,14.36,7.5,7.76,220,0.014,0,15.8,Low
WQ-00284,2022-03-01,North East,Jonesbury,Lake,Rainy,30.6,46.4,8.08,25.51,8.93,24.17,56,0.103,3,25.9,Low
WQ-00285,2023-08-24,North Central,Thomasburgh,Well,Dry,29.5,9.6,7.34,4.1,5.23,27.5,243,0.028,1,12.4,Low
WQ-00286,2022-10-26,North West,Emilystad,Well,Rainy,22.7,111.0,6.34,5.04,6.83,15.77,344,0.108,1,22.1,Low
WQ-00287,2025-03-05,North East,West Debbie,Rainwater,Rainy,27.8,16.7,6.79,18.18,7.16,7.67,177,0.044,6,14.1,Low
WQ-00288,2022-12-25,South West,Hermanton,River,Dry,29.6,11.7,6.71,12.37,5.14,26.73,229,0.108,1,20.2,Low
WQ-00289,2025-06-23,North Central,Gibsonside,Rainwater,Rainy,27.9,53.0,8.84,6.74,5.93,17.77,5,0.0,0,12.5,Low
WQ-00290,2025-04-09,South West,Allenton,River,Rainy,31.7,36.9,7.73,34.13,6.65,6.58,320,0.034,2,22.7,Low
WQ-00291,2025-07-30,North East,South Joseph,River,Rainy,24.5,26.4,6.96,14.2,8.1,15.91,82,0.071,1,15.2,Low
WQ-00292,2025-09-27,North West,Alejandrostad,Tap,Rainy,31.8,72.4,7.41,4.5,6.82,4.74,282,0.072,4,14.4,Low
WQ-00293,2025-10-19,North Central,Nicholaschester,Tap,Rainy,25.2,5.6,6.57,15.33,6.42,5.18,284,0.123,0,18.5,Low
WQ-00294,2024-06-23,South South,Rogersstad,River,Dry,31.7,133.6,8.32,15.8,6.5,9.11,18,0.063,5,21.2,Low
WQ-00295,2025-08-01,North West,Jenningschester,Rainwater,Rainy,32.6,9.3,7.72,4.64,3.46,23.09,105,0.024,2,10.8,Low
WQ-00296,2024-07-24,South East,Aprilberg,Lake,Rainy,23.1,95.5,4.29,2.57,6.83,5.21,139,0.044,0,16.3,Low
WQ-00297,2024-09-16,North West,North Stephanieshire,River,Rainy,27.3,3.0,4.52,6.51,5.11,12.61,124,0.068,2,15.6,Low
WQ-00298,2025-03-17,North Central,South Ralph,River,Rainy,24.9,38.1,7.21,16.09,10.17,9.58,65,0.09,1,16.5,Low
WQ-00299,2025-12-03,North West,Douglasfurt,Rainwater,Rainy,22.5,24.9,9.6,21.52,6.82,25.27,282,0.007,1,22.8,Low
WQ-00300,2023-07-17,North West,Michelechester,Borehole,Rainy,30.4,37.1,6.08,8.48,6.17,3.51,59,0.037,4,10.5,Low
WQ-00301,2025-05-26,North Central,Wrightview,Rainwater,Dry,36.1,23.9,6.15,19.19,7.34,6.86,137,0.01,4,13.5,Low
WQ-00302,2023-04-17,South West,Toddland,Tap,Rainy,24.3,24.0,5.48,24.23,6.7,9.1,121,0.062,2,20.2,Low
WQ-00303,2025-07-27,South South,Wadefort,Well,Dry,28.7,45.3,8.37,7.53,8.4,17.13,298,0.053,4,17.5,Low
WQ-00304,2025-10-20,North East,North Julia,Rainwater,Rainy,29.3,10.0,8.68,16.43,4.18,16.32,78,0.039,1,16.5,Low
WQ-00305,2025-07-10,South West,Lake Raymondstad,Lake,Dry,24.9,21.1,6.85,7.52,2.11,35.53,280,0.015,0,15.0,Low
WQ-00306,2023-09-25,North Central,North Lindsay,Lake,Dry,24.1,33.6,9.03,27.18,6.74,25.24,171,0.023,1,24.1,Low
WQ-00307,2022-09-27,South East,East Larry,Borehole,Rainy,25.2,28.0,5.03,12.96,6.98,16.31,109,0.01,1,15.2,Low
WQ-00308,2024-04-30,North Central,West Samantha,Well,Rainy,22.5,103.1,6.57,11.49,4.98,9.85,333,0.057,2,19.2,Low
WQ-00309,2025-01-09,North East,Mitchellview,River,Dry,29.5,68.0,7.98,11.62,6.23,11.43,291,0.005,4,15.2,Low
WQ-00310,2022-12-03,North West,Lake Jacqueline,Rainwater,Rainy,20.9,48.0,6.36,7.57,8.9,27.01,183,0.044,0,16.5,Low
WQ-00311,2023-11-25,North West,Deborahhaven,Tap,Rainy,28.1,16.7,7.51,5.68,8.16,16.57,150,0.046,1,11.7,Low
WQ-00312,2022-10-16,North Central,West Erikland,Tap,Dry,23.7,82.6,5.6,2.65,4.92,29.97,372,0.026,2,19.3,Low
WQ-00313,2025-02-15,North East,Deanburgh,Lake,Rainy,22.0,75.1,6.25,19.04,4.88,28.76,187,0.057,2,23.6,Low
WQ-00314,2022-01-29,North West,Danielshire,Borehole,Rainy,32.9,105.3,5.23,2.72,6.45,21.41,164,0.025,0,17.3,Low
WQ-00315,2024-07-20,North West,Reginastad,Rainwater,Dry,21.8,60.5,9.54,19.67,6.58,17.29,278,0.039,5,24.2,Low
WQ-00316,2025-04-12,North West,Morrowhaven,Lake,Rainy,30.6,16.1,6.23,16.18,3.75,0.56,373,0.001,0,12.3,Low
WQ-00317,2022-08-10,South East,West Lisamouth,Lake,Rainy,27.8,35.2,5.45,6.25,4.16,28.37,291,0.026,6,17.4,Low
WQ-00318,2022-02-21,South West,Tracyburgh,River,Rainy,31.0,42.8,6.73,8.21,5.95,15.0,288,0.015,2,12.6,Low
WQ-00319,2025-06-03,South South,Lake Roberttown,Rainwater,Rainy,30.0,23.7,6.79,15.17,7.54,22.35,31,0.019,3,13.3,Low
WQ-00320,2025-07-25,North East,Michaelport,Lake,Dry,19.1,34.6,8.55,18.11,5.75,0.82,50,0.004,3,12.5,Low
WQ-00321,2025-08-22,South East,Port Johnborough,Lake,Rainy,21.0,11.5,5.81,11.72,5.28,3.86,181,0.039,3,12.4,Low
WQ-00322,2022-04-03,South East,Annaland,Borehole,Dry,28.8,16.2,5.64,21.84,9.83,15.09,24,0.031,3,16.9,Low
WQ-00323,2022-08-26,North Central,Jonathanberg,Well,Rainy,26.5,42.9,7.88,16.72,6.29,18.39,273,0.065,3,20.6,Low
WQ-00324,2024-03-06,North Central,Port Catherine,River,Dry,27.3,29.6,6.58,20.4,7.01,11.66,11,0.038,3,14.8,Low
WQ-00325,2025-04-17,South East,West Michaelview,Well,Rainy,28.5,44.1,8.46,20.46,7.81,11.85,81,0.043,2,18.7,Low
WQ-00326,2024-04-29,South West,Port Jonathantown,Lake,Dry,27.3,38.4,5.9,5.3,6.29,18.08,87,0.084,1,15.8,Low
WQ-00327,2025-06-14,South West,West Davidview,Borehole,Rainy,28.7,34.4,5.36,1.97,2.42,24.43,151,0.072,1,16.6,Low
WQ-00328,2025-11-14,South East,Millermouth,Well,Dry,27.9,20.8,5.03,2.29,5.57,20.83,209,0.073,2,16.7,Low
WQ-00329,2024-06-29,North West,Andersonshire,River,Rainy,27.3,96.7,7.95,11.02,5.81,13.41,105,0.024,1,16.1,Low
WQ-00330,2025-11-05,North East,Lake Anaburgh,Well,Dry,24.1,48.7,7.18,9.69,6.32,22.4,154,0.012,1,13.2,Low
WQ-00331,2022-05-05,North West,East Thomas,Rainwater,Rainy,32.8,58.8,8.5,8.41,5.46,4.69,162,0.112,2,18.7,Low
WQ-00332,2022-09-08,South East,Amandaborough,Well,Dry,26.2,42.4,6.99,13.99,4.06,17.88,82,0.027,3,13.5,Low
WQ-00333,2025-08-07,South East,Snyderland,Borehole,Dry,24.9,12.7,6.05,2.17,7.21,3.31,2,0.053,0,7.3,Low
WQ-00334,2022-04-14,South West,West Brianton,Rainwater,Dry,26.7,12.8,5.73,15.71,5.67,18.16,43,0.037,0,15.4,Low
WQ-00335,2025-03-02,North West,East Brenda,River,Dry,32.2,28.4,7.26,12.06,6.01,13.36,175,0.01,1,11.5,Low
WQ-00336,2025-04-15,North East,North Claudiaton,Borehole,Dry,22.9,10.7,7.19,7.9,5.15,29.46,151,0.062,1,15.2,Low
WQ-00337,2022-10-30,North East,Grayside,River,Rainy,32.2,28.0,6.11,8.94,6.31,11.02,7,0.014,2,9.7,Low
WQ-00338,2022-10-24,South South,Sherryberg,Borehole,Rainy,28.1,74.8,5.23,21.46,7.22,12.97,86,0.071,1,23.2,Low
WQ-00339,2022-12-24,North East,Lake Cristina,Rainwater,Rainy,21.3,76.6,7.46,9.78,5.99,7.19,27,0.077,3,14.9,Low
WQ-00340,2022-09-27,North Central,North Judychester,Lake,Dry,33.7,84.6,6.83,22.37,4.84,11.34,131,0.026,1,18.2,Low
WQ-00341,2025-04-20,North Central,East Christopher,Well,Dry,29.4,23.0,6.05,3.51,6.43,19.73,124,0.057,3,13.1,Low
WQ-00342,2023-06-28,North West,Lake Jillstad,Borehole,Dry,23.8,22.6,6.49,3.22,4.28,7.61,293,0.068,0,12.1,Low
WQ-00343,2024-12-13,North Central,Port Jasmine,River,Rainy,28.0,27.5,5.0,14.41,6.76,3.44,43,0.027,1,13.6,Low
WQ-00344,2024-09-02,North Central,Nataliemouth,Lake,Dry,29.1,37.2,8.02,7.67,8.1,26.51,123,0.078,6,18.2,Low
WQ-00345,2024-07-14,South East,Cristianland,Well,Dry,24.8,97.7,5.87,6.06,8.44,3.65,208,0.042,1,14.9,Low
WQ-00346,2025-09-11,South South,New Sherryview,River,Dry,33.5,30.4,9.0,11.3,7.32,24.5,142,0.104,2,22.6,Low
WQ-00347,2025-08-10,South South,Kimberlyberg,Well,Rainy,27.9,56.8,5.58,2.57,6.76,21.72,333,0.066,4,18.4,Low
WQ-00348,2024-04-02,North Central,Russellland,Borehole,Rainy,30.0,66.7,6.34,7.22,2.91,10.88,259,0.052,1,15.4,Low
WQ-00349,2024-10-01,South East,North Willie,Lake,Dry,28.7,48.5,6.0,2.66,7.28,21.3,75,0.046,4,13.3,Low
WQ-00350,2022-06-15,South West,Marshallmouth,Tap,Dry,30.5,20.0,7.44,31.88,8.38,3.5,191,0.088,5,21.9,Low
WQ-00351,2022-05-15,North West,Maryborough,Rainwater,Dry,21.0,71.3,8.81,37.22,4.81,17.43,99,0.052,1,28.9,Low
WQ-00352,2024-02-20,North East,West Debbieton,Well,Rainy,24.8,111.7,6.07,15.55,3.95,20.51,126,0.03,2,20.5,Low
WQ-00353,2024-07-18,South South,Port Barbaramouth,Rainwater,Rainy,30.3,25.7,8.97,14.89,5.2,14.69,152,0.049,2,18.3,Low
WQ-00354,2022-07-23,South South,South Gerald,Rainwater,Rainy,24.0,30.2,6.41,17.07,6.53,0.94,31,0.038,0,12.0,Low
WQ-00355,2024-05-30,South West,South Dawn,Borehole,Dry,31.7,28.1,6.38,11.3,9.75,0.76,72,0.061,1,11.6,Low
WQ-00356,2023-11-26,South East,Kevinmouth,River,Rainy,23.9,27.1,7.34,20.13,4.9,24.95,62,0.116,3,22.4,Low
WQ-00357,2022-07-14,South East,Stacyland,Tap,Rainy,30.5,32.6,5.06,14.4,7.9,10.85,234,0.143,1,24.4,Low
WQ-00358,2025-09-24,North West,Joshuaport,Tap,Rainy,26.6,44.6,7.28,7.68,6.69,22.1,176,0.01,3,12.5,Low
WQ-00359,2025-11-07,North West,Kevintown,Well,Dry,28.0,58.9,5.81,6.94,6.78,17.97,7,0.072,2,16.1,Low
WQ-00360,2022-06-24,South East,New Brianville,Borehole,Dry,29.3,9.5,6.56,4.06,5.92,11.94,226,0.002,1,7.7,Low
WQ-00361,2024-02-03,North Central,Jasonburgh,Tap,Dry,32.2,27.9,7.1,5.13,6.19,22.6,128,0.036,4,11.6,Low
WQ-00362,2025-04-16,North East,Justinton,Rainwater,Dry,26.5,39.4,8.22,18.16,7.47,23.11,130,0.005,1,17.5,Low
WQ-00363,2025-10-04,South South,West Paulafurt,Rainwater,Rainy,31.8,22.2,6.76,13.85,8.22,7.23,337,0.031,2,13.5,Low
WQ-00364,2025-09-24,North Central,East Lisafurt,Tap,Rainy,26.4,25.7,6.45,3.68,5.59,13.63,264,0.038,0,11.5,Low
WQ-00365,2023-08-13,South East,South Scottchester,Lake,Dry,33.7,66.4,6.12,25.25,6.14,15.02,278,0.081,0,25.4,Low
WQ-00366,2022-08-01,South South,New Kellyberg,Well,Rainy,27.6,32.3,8.07,12.03,7.43,31.38,195,0.042,2,19.1,Low
WQ-00367,2022-11-13,South South,Leeburgh,Rainwater,Dry,23.9,32.4,8.19,10.26,7.29,10.23,72,0.033,2,12.7,Low
WQ-00368,2022-08-10,South West,Robertberg,Tap,Dry,31.6,30.9,6.64,10.03,7.98,7.88,35,0.024,0,9.5,Low
WQ-00369,2022-08-24,North West,Thompsontown,Rainwater,Rainy,28.8,29.0,6.99,14.46,9.22,11.57,183,0.01,1,11.7,Low
WQ-00370,2024-05-28,North West,Edwardsburgh,Rainwater,Dry,25.1,43.5,5.43,27.48,6.26,24.37,54,0.136,8,29.5,Low
WQ-00371,2025-06-01,South South,East Aimeestad,Rainwater,Dry,28.0,12.4,6.19,0.57,5.31,16.49,125,0.017,1,8.1,Low
WQ-00372,2022-03-01,South West,Lake Craig,Lake,Rainy,24.7,27.1,7.96,2.87,6.57,20.58,372,0.011,3,12.9,Low
WQ-00373,2023-11-27,North East,Port Joshuaberg,Well,Rainy,17.4,60.2,10.01,11.68,6.87,0.21,168,0.107,4,21.8,Low
WQ-00374,2022-10-21,North West,Lovemouth,Borehole,Dry,20.7,11.2,6.9,24.08,7.03,28.66,278,0.008,1,18.8,Low
WQ-00375,2022-05-23,South South,West Kayla,Lake,Rainy,20.1,34.2,7.2,29.57,7.24,14.42,279,0.038,2,21.2,Low
WQ-00376,2022-07-07,North East,Curtisshire,Lake,Dry,33.5,52.1,6.89,4.9,8.0,12.13,241,0.018,2,10.6,Low
WQ-00377,2024-02-10,South West,Lake Kimberly,Rainwater,Dry,34.8,40.8,6.84,7.81,4.46,4.2,92,0.026,0,8.7,Low
WQ-00378,2022-11-19,South East,East Karimouth,Tap,Rainy,21.7,3.1,8.39,19.78,5.33,17.03,95,0.037,2,17.0,Low
WQ-00379,2025-03-08,North West,Lake Josephview,Well,Rainy,26.4,75.1,8.45,0.22,4.92,16.26,31,0.002,0,10.4,Low
WQ-00380,2022-11-15,South South,East Josephshire,Borehole,Dry,33.6,18.0,5.43,0.78,5.55,22.32,126,0.011,1,10.7,Low
WQ-00381,2025-10-12,North East,East Daniel,Rainwater,Dry,29.0,44.2,8.67,3.64,5.91,13.31,56,0.007,2,10.6,Low
WQ-00382,2025-09-17,North Central,Phillipsstad,Well,Rainy,24.6,62.4,8.12,20.77,8.13,31.04,200,0.092,3,27.1,Low
WQ-00383,2024-04-28,South East,Port Meganbury,Tap,Rainy,27.7,64.6,6.22,12.22,6.43,0.82,37,0.008,1,10.4,Low
WQ-00384,2023-12-08,North West,Michaelport,River,Dry,26.0,6.1,6.28,14.54,7.47,20.82,100,0.041,4,14.9,Low
WQ-00385,2025-10-20,South East,Nathanielport,Borehole,Rainy,24.9,34.2,6.85,5.56,7.09,3.08,198,0.001,1,6.8,Low
